```csv
topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Paediatric Limb Length Discrepancy (LLD) Management,Growth Prediction Methods and Treatment,"How is growth predicted for LLD management?","Growth prediction methods (Rule of Thumb, TW3 formula, Green & Anderson tables, Mosley graphs) help determine treatment.","What are the treatment options for LLD?","Options range from shoe raises for small discrepancies to epiphysiodesis, shortening, lengthening, or amputation for larger differences. Surgery is generally delayed until growth is predictable or near cessation.","growth prediction, Rule of Thumb, TW3 formula, Green & Anderson tables, Mosley graphs, treatment options, shoe raises, epiphysiodesis, shortening, lengthening, amputation, skeletal maturity"
Paediatric Rotational Abnormalities: Examination Techniques,Assessing Rotational Issues,"What techniques are used to assess rotational abnormalities in children's lower limbs?","Assessing rotational abnormalities involves evaluating the foot progression angle, thigh-foot angle (prone), femoral version (Gage's test), and assessing correctability of foot deformities.","What do these assessments help differentiate?","These help differentiate conditions like femoral anteversion and tibial torsion, which often cause intoeing.","rotational abnormalities, foot progression angle, thigh-foot angle, femoral version, Gage's test, foot deformities, differentiate, femoral anteversion, tibial torsion, intoeing"
Paediatric Rotational Abnormalities: Examination Techniques,Management Approach for Rotational Issues,"What is the typical management approach for rotational abnormalities?","Management is typically conservative, with surgery reserved for symptomatic older children with significant functional limitations or psychological distress impacting quality of life.","When is surgery considered?","Surgery is considered for symptomatic older children with significant functional limitations or psychological distress.","management approach, conservative, surgery, symptomatic older children, functional limitations, psychological distress, quality of life"
Paediatric Lower Limb Deformities: Tibial Bowing,Types and Associations,"What are the types of tibial bowing?","Tibial bowing can be posteromedial (often physiologic) or anterolateral, associated with congenital pseudoarthrosis of the tibia (CPT).","What is the significance of anterolateral bowing?","Anterolateral bowing is strongly associated with CPT and may require intervention.","tibial bowing, types, posteromedial, anterolateral, physiologic, congenital pseudoarthrosis of the tibia, CPT, intervention"
Paediatric Lower Limb Deformities: Tibial Bowing,Management of Complex Cases,"How is posteromedial bowing managed?","Posteromedial bowing is usually self-limiting, though leg length discrepancy may require correction.","How is anterolateral bowing with pseudoarthrosis managed?","Anterolateral bowing with pseudoarthrosis is challenging, managed with IM nailing, Ilizarov fixation, vascularized fibula transfer, or amputation, aiming for optimal functional outcome.","posteromedial bowing, self-limiting, leg length discrepancy, anterolateral bowing, pseudoarthrosis, challenging, IM nailing, Ilizarov fixation, vascularized fibula transfer, amputation, optimal functional outcome"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Turner's Syndrome Features,"What are the features of Turner's syndrome?","Turner's syndrome (45, XO) presents with short stature, hypogonadism, webbed neck, cubitus valgum, and scoliosis.","What are the key clinical manifestations?","Short stature, lack of puberty, webbed neck, and elbow deformities are characteristic.","Turner's syndrome, 45, XO, short stature, hypogonadism, webbed neck, cubitus valgum, scoliosis"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Noonan and Prader-Willi Syndromes,"What are the features of Noonan syndrome?","Noonan syndrome shares similar features but has normal sexual development and more severe scoliosis.","What about Prader-Willi syndrome?","Prader-Willi syndrome involves hypotonia, obesity, and intellectual impairment, with juvenile scoliosis being an orthopaedic concern.","Noonan syndrome, normal sexual development, severe scoliosis, Prader-Willi syndrome, hypotonia, obesity, intellectual impairment, juvenile scoliosis"
Pediatric fractures,Unique Characteristics,"What makes pediatric fractures unique?","Pediatric fractures have unique characteristics due to the immature skeleton's growth potential and different tissue properties. Fractures tend to heal rapidly, and malunions often remodel well, except for physeal injuries leading to growth arrest.","What are the key differences in pediatric bones?","The immature skeleton has greater healing and remodeling potential compared to adults, but growth plate injuries can disrupt future growth.","pediatric fractures, immature skeleton, growth potential, tissue properties, rapid healing, malunion remodeling, physeal injuries, growth arrest"
Pediatric fractures,Classification Systems,"What are the classification systems for pediatric fractures?","The Salter-Harris classification (with Type VI and VII extensions) describes physeal injuries, while the AO Pediatric Comprehensive Classification provides a detailed system for all pediatric long-bone fractures, incorporating bone, segment, type, child code, and severity.","What information do these classifications provide?","They categorize fractures based on location, pattern, and severity, aiding in treatment planning.","Salter-Harris classification, AO Pediatric Comprehensive Classification, physeal injuries, long-bone fractures, bone, segment, type, child code, severity"
Pediatric fractures,Treatment Goals and Techniques,"What are the goals of treating pediatric fractures?","Treatment aims for pain relief, anatomical restoration, early mobilization, and avoidance of complications, often utilizing closed or minimally invasive techniques like ESIN or K-wires.","What are common minimally invasive techniques?","Closed reduction and percutaneous fixation using Elastic Stable Intramedullary Nailing (ESIN) or K-wires are common.","treatment goals, pain relief, anatomical restoration, early mobilization, avoidance of complications, closed reduction, minimally invasive techniques, ESIN, K-wires"
Diseases affecting the growth Plate,Epiphyseal Conditions,"What epiphyseal conditions are mentioned?","Epiphyseal conditions include Multiple Epiphyseal Dysplasia and Trevor's disease (Epiphyseal Hyperplasia).","What affects the reserve zone of the physis?","The reserve zone can be affected by Gaucher's Disease and Pseudoachondroplasia.","epiphyseal conditions, Multiple Epiphyseal Dysplasia, Trevor's disease, Epiphyseal Hyperplasia, reserve zone, Gaucher's Disease, Pseudoachondroplasia"
Diseases affecting the growth Plate,Physeal Zone Impacts,"What impacts the proliferative zone of the physis?","The proliferative zone is impacted by Achondroplasia (reduced growth) and Gigantism (increased growth).","What affects the hypertrophic zone?","The hypertrophic zone can be affected by fractures, SUFE (Slipped Upper Femoral Epiphysis), mucopolysaccharidoses, and enchondromas.","proliferative zone, proliferative zone, Achondroplasia, Gigantism, hypertrophic zone, fractures, SUFE, mucopolysaccharidoses, enchondromas"
Diseases affecting the growth Plate,Provisional Calcification Zone and Metaphysis,"What affects the provisional zone of calcification?","The provisional zone of calcification is affected in Rickets and Osteomalacia.","What can affect the metaphysis?","The metaphysis can be affected by Rickets, SUFE (related to renal failure), osteomyelitis, scurvy, and osteogenesis imperfecta.","provisional zone of calcification, metaphysis, Rickets, Osteomalacia, SUFE, renal failure, osteomyelitis, scurvy, osteogenesis imperfecta"
Genetics,Basic Concepts,"What are chromosomes, and what do they contain?","Chromosomes, composed of DNA, RNA, and proteins, carry genetic information. Humans have 46 chromosomes: 22 pairs of autosomes and sex chromosomes (XX female, XY male).","What are genes?","Genes are DNA sequences coding for protein synthesis.","chromosomes, DNA, RNA, proteins, genetic information, autosomes, sex chromosomes, genes, protein synthesis"
Genetics,Genotype and Phenotype,"How does genotype relate to phenotype?","Genotype determines phenotype, and abnormalities can arise from chromosomal duplication, absence, or structural problems.","What causes phenotypic abnormalities?","Phenotypic abnormalities can result from changes in chromosome number or structure.","genotype, phenotype, chromosomal abnormalities, duplication, absence, structural problems"
Genetics,Inheritance Patterns,"What are the main patterns of genetic inheritance?","Autosomal dominant inheritance requires one affected allele for expression, while autosomal recessive inheritance requires two. X-linked conditions are more common in males.","What is X-linked inheritance?","X-linked inheritance relates to genes on the X chromosome and is more common in males.","inheritance patterns, autosomal dominant, autosomal recessive, X-linked inheritance, males"
Genetics,Penetrance,"What is penetrance in genetics?","Penetrance describes how consistently a genotype expresses a phenotype.","What does complete penetrance mean?","Complete penetrance means that if an individual has the genotype for a trait, they will express the phenotype.","penetrance, genotype, phenotype, trait expression"
Genetics,Chromosomal Abnormalities,"What are examples of chromosomal abnormalities?","Chromosomal abnormalities include monosomy (e.g., Turner Syndrome) and trisomy (e.g., Down Syndrome).","What do monosomy and trisomy refer to?","Monosomy is the absence of one chromosome from a pair, while trisomy is the presence of an extra chromosome.","chromosomal abnormalities, monosomy, trisomy, Turner Syndrome, Down Syndrome"
Genetics,Structural Abnormalities,"What are structural chromosomal abnormalities?","Structural abnormalities involve point mutations, deletions, and inversions.","What is a point mutation?","A point mutation is a change in a single DNA base within a gene.","structural abnormalities, point mutations, deletions, inversions, DNA base"
Genetics,Autosomal Inheritance,"How does autosomal inheritance work?","Autosomal dominant inheritance requires one affected allele for expression, while autosomal recessive inheritance requires two affected alleles.","What is the difference between dominant and recessive?","Dominant means one copy of the gene is sufficient for expression, while recessive requires two copies.","autosomal inheritance, autosomal dominant, autosomal recessive, affected allele"
Genetics,X-linked Inheritance,"What is X-linked inheritance?","X-linked conditions are more common in males because they have only one X chromosome.","Why are males more affected by X-linked conditions?","Males express X-linked traits if they inherit the affected gene on their single X chromosome, whereas females need to inherit it on both X chromosomes for recessive traits.","X-linked inheritance, males, X chromosome"
Genetics,Chromosomal Abnormalities,"What are chromosomal abnormalities?","Chromosomal abnormalities include monosomy (e.g., Turner Syndrome) and trisomy (e.g., Down Syndrome).","What are examples of each?","Turner Syndrome is an example of monosomy (45, XO), and Down Syndrome is an example of trisomy (Trisomy 21).","chromosomal abnormalities, monosomy, trisomy, Turner Syndrome, Down Syndrome"
Genetics,Structural Abnormalities,"What are structural chromosomal abnormalities?","Structural abnormalities involve point mutations, deletions, and inversions.","What are thesePaediatric Supracondylar Fracture of the Humerus,Associated Nerve Injuries,"What nerve injuries are commonly associated with paediatric supracondylar humerus fractures?","These fractures can involve nerve palsies, specifically the ulnar nerve for flexion-type fractures and the anterior interosseous nerve (AIN) for extension-type fractures.","Which nerves are most frequently affected?","The ulnar nerve and anterior interosseous nerve are most frequently injured.","nerve injuries, paediatric supracondylar humerus fractures, nerve palsies, ulnar nerve, anterior interosseous nerve, flexion type, extension type"
Paediatric Supracondylar Fracture of the Humerus,Vascular Concerns and Compartment Syndrome,"What vascular complication requires urgent attention?","Vascular compromise, indicated by a pulseless but perfused hand, requires urgent exploration.","What other serious complication can occur?","Compartment syndrome is also a significant risk associated with these fractures.","vascular complication, pulseless hand, perfused hand, urgent exploration, compartment syndrome"
Paediatric Supracondylar Fracture of the Humerus,Treatment and Potential Malunion,"What is the standard treatment?","Reduction and pinning are standard, with lateral pinning often preferred.","What can result from improper fixation?","Malunion can occur, leading to cubitus varus, which affects elbow mechanics and increases the risk of late issues.","standard treatment, reduction, pinning, lateral pinning, malunion, cubitus varus, elbow mechanics, late issues"
Physeal Injuries and Bar Formation,Causes and Location,"What causes physeal bars?","Physeal bars form due to direct contact between the metaphysis and epiphysis, most commonly from trauma or surgery (e.g., pin placement). The distal femur is most susceptible.","Where are physeal bars most common?","They are most commonly found in the distal femur due to its wavy shape.","physeal bars, causes, metaphysis, epiphysis, trauma, surgery, pin placement, distal femur"
Physeal Injuries and Bar Formation,Growth Arrest Risk,"What is the risk of growth arrest from physeal fractures?","Growth arrest occurs in about 10% of physeal fractures, more commonly in Type 4 and 5 fractures, but is often not clinically significant in adolescents due to limited remaining growth.","Which fracture types increase growth arrest risk?","Type 4 and Type 5 physeal fractures have a higher incidence of growth arrest.","growth arrest, physeal fractures, Type 4, Type 5, adolescents"
Physeal Injuries and Bar Formation,Bar Resection Criteria,"When is physeal bar resection considered?","Bar resection is considered for angular deformity or significant length discrepancy, with careful planning based on growth remaining and bar size.","What factors guide the decision for resection?","The decision depends on the amount of growth remaining and the size of the physeal bar.","bar resection, angular deformity, length discrepancy, planning, growth remaining, bar size"
Idiopathic Scoliosis: Risk Factors and Progression,Progression Predictors,"What factors influence the progression of idiopathic scoliosis?","Progression is influenced by curve magnitude, Risser sign (skeletal immaturity), and Rib-Vertebra Angle Difference (RVAD).","What curve characteristics indicate a higher risk of progression?","Curves greater than 25 degrees in skeletally immature patients, or those with an RVAD greater than 20 degrees, have a higher propensity to progress.","idiopathic scoliosis, progression, risk factors, curve magnitude, Risser sign, skeletal immaturity, Rib-Vertebra Angle Difference, RVAD"
Idiopathic Scoliosis: Risk Factors and Progression,Early Onset Concerns,"What are the concerns with early onset idiopathic scoliosis?","Early onset AIS necessitates vigilant monitoring due to the longer growth potential, increasing the risk of significant curve progression.","Why is monitoring important for early onset AIS?","The extended growth period heightens the risk of curve worsening over time.","early onset AIS, vigilant monitoring, longer growth potential, curve progression"
Congenital Scoliosis Management,Bracing Effectiveness,"Is bracing effective for congenital scoliosis?","Non-operative management, such as bracing, is generally ineffective for congenital scoliosis due to the fixed bony deformities.","What are the preferred treatment approaches?","Operative management typically involves posterior instrumented fusion, potentially with anterior fusion for younger patients or severe curves to prevent the crankshaft phenomenon. Other surgical options include bar excision or hemivertebra excision.","bracing, ineffective, congenital scoliosis, fixed bony deformities, operative management, posterior instrumented fusion, anterior fusion, crankshaft phenomenon, bar excision, hemivertebra excision"
Congenital Kyphosis,Etiology and Progression Risk,"What causes congenital kyphosis?","Congenital kyphosis results from vertebral anomalies, including failures of formation, segmentation, or a combination of both.","Which type has the highest risk of progression?","Type 1, characterized by failure of formation, has the highest risk of progression and neurological injury.","congenital kyphosis, vertebral anomalies, failure of formation, failure of segmentation, progression risk, neurological injury"
Congenital Kyphosis,Management Guidelines,"How is congenital kyphosis managed?","Management involves observation for Type 2 curves, while operative intervention (posterior fusion, anterior decompression) is indicated for neurological deficits, progressive curves, or those exceeding 50 degrees in young children.","What triggers operative intervention?","Operative intervention is considered for neurological deficits, progressive curves, or kyphosis exceeding 50 degrees in young children.","management, observation, operative intervention, posterior fusion, anterior decompression, neurological deficits, progressive curves"
Neurofibromatosis and Spinal Deformity,Spinal Manifestations,"How does neurofibromatosis affect the spine?","Neurofibromatosis commonly affects the spine, causing kyphoscoliosis. Dystrophic forms are more aggressive, with vertebral scalloping, tight acute curves, foraminal widening, and pencil-like transverse processes.","What are the key spinal findings in neurofibromatosis?","Common findings include kyphoscoliosis, vertebral scalloping, and foraminal widening. Dystrophic forms have more aggressive features.","neurofibromatosis, spinal deformity, kyphoscoliosis, vertebral scalloping, foraminal widening, pencil-like transverse processes, dystrophic forms"
Neurofibromatosis and Spinal Deformity,Associated Anomalies and Management,"What intraspinal anomalies are frequent in neurofibromatosis?","Intraspinal anomalies are frequent, requiring MRI.","How is spinal deformity in neurofibromatosis managed?","Management principles are similar to AIS but are more aggressive for the dystrophic type, with a higher rate of pseudoarthrosis post-surgery.","intraspinal anomalies, MRI, spinal deformity management, AIS, aggressive management, dystrophic type, pseudoarthrosis"
Diastematomyelia,Definition and Consequences,"What is diastematomyelia?","Diastematomyelia is a congenital condition where a fibrous or osseous bar splits the spinal cord longitudinally, most often in the lumbar spine. This can cause cord tethering and is associated with scoliosis and kyphosis.","What are the effects of diastematomyelia?","It can lead to cord tethering, scoliosis, and kyphosis.","diastematomyelia, congenital condition, fibrous bar, osseous bar, spinal cord, lumbar spine, cord tethering, scoliosis, kyphosis"
Diastematomyelia,Diagnosis and Surgical Recommendation,"How is diastematomyelia diagnosed?","X-rays may show interpedicular widening, and MRI confirms the diagnosis.","What is the surgical recommendation?","Excision of the bar is recommended prior to correcting any associated spinal deformity, though asymptomatic cases may be observed.","diagnosis, X-rays, interpedicular widening, MRI, surgical recommendation, bar excision, spinal deformity, asymptomatic cases"
Sacral Agenesis,Definition and Associated Conditions,"What is sacral agenesis?","Sacral agenesis involves the absence of the sacrum and lower lumbar spine, often associated with maternal diabetes.","What are common associated conditions?","It is often associated with maternal diabetes, which can lead to other developmental issues.","sacral agenesis, absence of sacrum, lower lumbar spine, maternal diabetes"
Sacral Agenesis,Clinical Presentation and Management,"What is the characteristic sitting posture in sacral agenesis?","Affected individuals present with a prominent lumbar spine and typically sit in a 'Buddha' position.","What are the management options?","Management options include amputation or spinal-pelvic fusion, depending on the extent of the deficiency and functional goals.","clinical presentation, prominent lumbar spine, Buddha position, management options, amputation, spinal-pelvic fusion, functional goals"
Paediatric Cervical Spine Abnormalities: Atlantoaxial Instability,Causes and Associations,"What is paediatric atlantoaxial instability?","Atlantoaxial instability can be AP or rotatory, often associated with syndromes like Down's or Morquio's.","What syndromes are commonly associated?","Down's syndrome and Morquio's syndrome are commonly associated with this condition.","paediatric atlantoaxial instability, AP instability, rotatory instability, Down's syndrome, Morquio's syndrome"
Paediatric Cervical Spine Abnormalities: Atlantoaxial Instability,Diagnostic Parameters and Surgical Goals,"How is instability diagnosed?","Instability is suspected with ADI >5mm (child) or SAC <13mm.","What is basilar invagination and its implications?","Basilar invagination, where the odontoid migrates proximally through the foramen magnum, is highly correlated with neurological deficit and requires operative stabilization to prevent neurological deficit and spinal cord compression.","ADI, SAC, basilar invagination, odontoid migration, foramen magnum, neurological deficit, spinal cord compression, operative stabilization"
Klippel-Feil Syndrome,Definition and Features,"What is Klippel-Feil syndrome?","Klippel-Feil syndrome is characterized by the failure of segmentation of the cervical spine, leading to classic features of a stiff neck, low hairline, and webbed neck, although these are present in less than 50% of cases.","What are the classic features?","Classic features include a short neck, limited neck motion, and a low posterior hairline.","Klippel-Feil syndrome, cervical spine segmentation failure, stiff neck, low hairline, webbed neck"
Klippel-Feil Syndrome,Associated Anomalies and Management,"What anomalies are associated with Klippel-Feil syndrome?","It is associated with congenital scoliosis, Sprengel's shoulder, renal disease, and cardiac anomalies.","What is the management approach?","Management is usually supportive, but cervical decompression and stabilization may be needed for myelopathy.","associated anomalies, congenital scoliosis, Sprengel's shoulder, renal disease, cardiac anomalies, supportive management, cervical decompression, stabilization, myelopathy"
Os Odontoidum,Definition and Pathology,"What is os odontoidum?","Os odontoidum is a failure of the odontoid ossification centers to fuse, resulting in a separate ossicle at the C1-C2 joint.","What is the underlying pathology?","It is a failure of fusion of the odontoid ossification centers, leading to a persistent separate ossicle.","os odontoidum, odontoid ossification centers, failure of fusion, separate ossicle, C1-C2 joint"
Os Odontoidum,Consequences and Treatment,"What are the consequences of os odontoidum?","This leads to atlantoaxial instability, potentially causing neurological symptoms, an increased ADI, and reduced SAC.","What is the typical treatment?","Treatment involves C1-3 fusion to stabilize the cervical spine and prevent cord compression.","consequences, atlantoaxial instability, neurological symptoms, increased ADI, reduced SAC, C1-3 fusion, cervical spine stabilization, cord compression"
Myelodysplasia (Spina Bifida) Management,Associated Conditions,"What conditions are often associated with myelodysplasia (Spina Bifida)?","Myelodysplasia is a congenital condition of the spinal cord and column, often associated with hydrocephalus, Arnold-Chiari malformation, tethered cord, and latex allergy.","What are common co-occurring conditions?","Hydrocephalus, Arnold-Chiari malformation, tethered cord, and latex allergy are common.","myelodysplasia, Spina Bifida, congenital condition, spinal cord, spinal column, hydrocephalus, Arnold-Chiari malformation, tethered cord, latex allergy"
Myelodysplasia (Spina Bifida) Management,Multidisciplinary Approach and Orthopaedic Goals,"What is the management approach for myelodysplasia?","Management is multidisciplinary, addressing neurosurgical (defect closure, shunting) and orthopaedic issues.","What are the orthopaedic goals?","Orthopaedic goals include managing spinal deformities (scoliosis, kyphosis) with fusions, hip dislocations (often non-operative), knee and foot deformities, and ensuring a plantigrade, braceable foot.","management approach, multidisciplinary, neurosurgical, orthopaedic issues, spinal deformities, scoliosis, kyphosis, fusions, hip dislocations, knee deformities, foot deformities, plantigrade foot, braceable foot"
Muscular Dystrophies: Duchenne and Becker's,Duchenne Muscular Dystrophy,"What is Duchenne Muscular Dystrophy (DMD)?","DMD is an X-linked recessive disorder causing progressive muscle weakness, typically leading to inability to walk by 10 and death by 20 from cardiorespiratory failure.","What is the typical progression and outcome?","It leads to progressive weakness, loss of ambulation, and premature death due to cardiorespiratory complications.","DMD, X-linked recessive, progressive muscle weakness, loss of ambulation, cardiorespiratory failure"
Muscular Dystrophies: Duchenne and Becker's,Becker Muscular Dystrophy and Orthopaedic Focus,"What is Becker Muscular Dystrophy?","Becker Muscular Dystrophy is a less severe X-linked recessive form with reduced, but not absent, dystrophin.","What is the focus of orthopaedic management in muscular dystrophies?","Orthopaedic management focuses on maximizing ambulation, addressing contractures, and managing scoliosis, though surgical risks are high due to potential malignant hyperthermia.","Becker Muscular Dystrophy, less severe, X-linked recessive, reduced dystrophin, orthopaedic management, maximizing ambulation, contractures, scoliosis, surgical risks, malignant hyperthermia"
Other Neuromuscular Conditions: Arthrogryposis Multiplex Congenita,Definition and Joint Contractures,"What is Arthrogryposis Multiplex Congenita (AMC)?","AMC is a non-progressive disorder characterized by multiple joint contractures, often affecting upper limbs and feet.","What joints are typically involved?","It commonly affects the upper limbs (shoulder adduction, elbow extension) and feet (rigid clubfoot, vertical talus).","AMC, non-progressive disorder, multiple joint contractures, upper limbs, feet, shoulder adduction, elbow extension, rigid clubfoot, vertical talus"
Other Neuromuscular Conditions: Arthrogryposis Multiplex Congenita,Management Goals,"What are the management goals for AMC?","Management includes early physiotherapy, serial casting, and surgical releases or fusions to achieve functional outcomes, aiming for a plantigrade foot and improved upper limb function.","What are the key functional aims?","The key aims are to achieve a plantigrade foot and improve upper limb function.","management goals, early physiotherapy, serial casting, surgical releases, fusions, functional outcomes, plantigrade foot, upper limb function"
Other Neuromuscular Conditions: Larsen's Syndrome and Freidrich's Ataxia,Larsen's Syndrome Features,"What are the features of Larsen's syndrome?","Larsen's syndrome involves congenital joint dislocations, particularly affecting the hips, knees, and radial heads, often with cervical spine kyphosis and potential neurological compromise.","What are the key manifestations?","Congenital joint dislocations and cervical spine kyphosis with potential neurological compromise are characteristic.","Larsen's syndrome, congenital joint dislocations, hips, knees, radial heads, cervical spine kyphosis, neurological compromise"
Other Neuromuscular Conditions: Larsen's Syndrome and Freidrich's Ataxia,Freidreich's Ataxia,"What is Freidreich's Ataxia?","Freidreich's Ataxia is an autosomal recessive spinocerebellar disorder leading to progressive ataxia, cardiomyopathy, and foot deformities (cavovarus, equinovarus) requiring fusions and scoliosis management.","What systems does Freidreich's Ataxia affect?","It affects the cerebellum, heart, and musculoskeletal system, causing ataxia, cardiomyopathy, foot deformities, and scoliosis.","Freidreich's Ataxia, autosomal recessive, spinocerebellar disorder, ataxia, cardiomyopathy, foot deformities, cavovarus, equinovarus, fusions, scoliosis"
Other Neuromuscular Conditions: Spinal Muscular Atrophy (SMA) and Polio,Spinal Muscular Atrophy (SMA),"What is Spinal Muscular Atrophy (SMA)?","SMA is an AR disorder causing progressive weakness due to anterior horn cell loss, with varying severity and life expectancy.","What are the orthopaedic management focuses for SMA?","Orthopaedic management focuses on hip dislocations (often non-operative), scoliosis (requiring aggressive fusions), and foot deformities.","SMA, AR disorder, progressive weakness, anterior horn cell loss, severity, life expectancy, hip dislocations, scoliosis, foot deformities"
Other Neuromuscular Conditions: Spinal Muscular Atrophy (SMA) and Polio,Polio Sequelae,"What are the primary sequelae of Polio?","Polio sequelae primarily involve unilateral weakness and limb shortening.","What is the management goal for polio-related limb issues?","Management is aimed at achieving a plantigrade, braceable foot.","Polio, sequelae, unilateral weakness, limb shortening, plantigrade foot, braceable foot"
Spina Bifida: Clinical Examination,Gait and Sensory Assessment,"What does the examination of a patient with Spina Bifida involve?","Examination involves assessing gait with and without orthotics, noting any deformities, muscle wasting, healed ulcers, or cutaneous stigmata of spinal dysraphism. A thorough sensory examination is crucial to determine the neurologic level.","What is assessed during the gait and sensory examination?","Gait is assessed with and without orthotics, and sensory function is evaluated to determine the neurologic level.","Spina Bifida, clinical examination, gait, orthotics, deformities, muscle wasting, ulcers, cutaneous stigmata, spinal dysraphism, sensory examination, neurologic level"
Spina Bifida: Clinical Examination,Motor and Joint Assessment,"What else is assessed during the examination?","Passive range of motion of joints should be assessed for dislocations or contractures. Motor power assessment helps establish the motor level, particularly in the feet, to understand functional capabilities.","What is assessed regarding joints and motor function?","Joints are assessed for dislocations and contractures, and motor power is evaluated to determine the motor level.","passive range of motion, joints, dislocations, contractures, motor power assessment, motor level, functional capabilities"
Useful Tables: Cerebral Palsy Types,Classification Summary,"What are the classification categories for Cerebral Palsy?","Cerebral Palsy is classified by type (Spastic, Athetoid, Ataxic), limb involvement (Quadriplegic, Diplegic, Hemiplegic), and functional level (GMFCS 1-5).","What is the purpose of this classification?","This classification helps tailor orthopaedic interventions to improve mobility, manage spasticity, and enhance quality of life for affected individuals, ensuring appropriate therapeutic goals are set.","Cerebral Palsy types, classification, Spastic, Athetoid, Ataxic, Quadriplegic, Diplegic, Hemiplegic, GMFCS, orthopaedic interventions, mobility, spasticity, quality of life"
Achondroplasia: Clinical Examination,Characteristic Features,"What are the characteristic features observed during the examination of a patient with Achondroplasia?","Examination reveals characteristic features from head to toe: frontal bossing, midface flattening, disproportionately short limbs with rhizomelic shortening, decreased elbow ROM, radial head dislocation, trident hands, lumbar hyperlordosis, kyphosis, and genu varum.","What are the key physical findings?","Key findings include distinctive facial features, short limbs, limited elbow motion, and spinal curvatures.","Achondroplasia, clinical examination, frontal bossing, midface flattening, short limbs, rhizomelic shortening, elbow ROM, radial head dislocation, trident hands, lumbar hyperlordosis, kyphosis, genu varum"
Achondroplasia: Clinical Examination,Spinal Stenosis Assessment,"What spinal assessments are important in Achondroplasia?","Assessing for spinal stenosis, particularly at the foramen magnum and lumbar spine, is also important.","Why is spinal stenosis a concern?","Spinal stenosis can lead to neurological symptoms and requires careful monitoring and management.","spinal stenosis, foramen magnum, lumbar spine, neurological symptoms"
Chromosomal & Teratologic Disorders: Down's Syndrome,Associated Conditions,"What are the common associations with Down's Syndrome (Trisomy 21)?","Down's Syndrome is associated with hypotonia, intellectual disability, cardiac defects, and orthopaedic manifestations.","What orthopaedic issues are common?","These include atlantoaxial instability, scoliosis, hip dislocation, and foot deformities.","Down's Syndrome, Trisomy 21, hypotonia, intellectual disability, cardiac defects, orthopaedic manifestations, atlantoaxial instability, scoliosis, hip dislocation, foot deformities"
Chromosomal & Teratologic Disorders: Down's Syndrome,Orthopaedic Management Focus,"What is the focus of orthopaedic management in Down's Syndrome?","Management addresses specific orthopaedic issues to improve function and prevent secondary complications, particularly spinal instability.","What is the priority in managing these conditions?","Addressing spinal instability is a key priority in the management plan.","orthopaedic management, spinal instability, improve function, prevent complications"
Chromosomal & Teratologic Disorders: Nail Patella Syndrome,Cardinal Features,"What are the cardinal features of Nail Patella Syndrome?","Nail Patella Syndrome is an AD disorder with dysplastic nails, hypoplastic patellae, conical iliac horns, and dysplastic radial heads.","What are the four main characteristics?","The four main features are nail dysplasia, hypoplastic patellae, iliac horns, and radial head abnormalities.","Nail Patella Syndrome, autosomal dominant, AD disorder, dysplastic nails, hypoplastic patellae, conical iliac horns, dysplastic radial heads"
Chromosomal & Teratologic Disorders: Nail Patella Syndrome,Potential Complications and Screening,"What potential complications can arise from Nail Patella Syndrome?","It can lead to elbow arthritis, patellar instability, and importantly, autoimmune nephropathy in ~40% of cases.","What screening is recommended?","Periodic renal screening is necessary due to the risk of autoimmune nephropathy.","elbow arthritis, patellar instability, autoimmune nephropathy, renal screening"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Turner's Syndrome Features,"What are the features of Turner's syndrome?","Turner's syndrome (45, XO) presents with short stature, hypogonadism, webbed neck, cubitus valgum, and scoliosis.","What are the key clinical manifestations?","Short stature, lack of puberty, webbed neck, and elbow deformities are characteristic.","Turner's syndrome, 45, XO, short stature, hypogonadism, webbed neck, cubitus valgum, scoliosis"
Chromosomal & Teratologic Disorders: Turner's and Noonan's Syndromes,Noonan and Prader-Willi Syndromes,"What are the features of Noonan syndrome?","Noonan syndrome shares similar features but has normal sexual development and more severe scoliosis.","What about Prader-Willi syndrome?","Prader-Willi syndrome involves hypotonia, obesity, and intellectual impairment, with juvenile scoliosis being an orthopaedic concern.","Noonan syndrome, normal sexual development, severe scoliosis, Prader-Willi syndrome, hypotonia, obesity, intellectual impairment, juvenile scoliosis"
Differential Diagnosis of Torticollis,Causes and Commonality,"What causes torticollis?","Torticollis, or wry neck, can be muscular (SCM contracture), acute idiopathic, congenital (occipitocervical anomalies), neurogenic, ocular, or due to atlanto-axial rotatory instability.","Which cause is most frequent?","Muscular torticollis, due to sternocleidomastoid (SCM) contracture, is the most common orthopaedic cause.","torticollis, wry neck, causes, muscular torticollis, SCM contracture, acute idiopathic, congenital, neurogenic, ocular, atlanto-axial rotatory instability, most common cause"
