topic,subtopic,question,answer,follow_up_questions,follow_up_answers,keywords
Inside the Operating Theatre,Essential PPE for Sterility,"What PPE is essential for OR sterility?","Appropriate clothing, drapes, masks, and gloves are essential for infection control.","Why is PPE crucial in the OR?","It is crucial for preventing the transmission of microorganisms and maintaining the sterile field.","PPE, surgical drapes, masks, gloves, infection control, sterility, sterile field"
Nerve Injuries,Nerve Transfers and Graft Selection,"What is the goal of typical nerve transfers for radial nerve palsy?","Typical transfers for radial nerve palsy aim to restore wrist and thumb extension.","What considerations are made for nerve grafts?","Graft selection considers autograft (low morbidity) or allograft (faster recovery but potential immunogenicity).","nerve transfers, radial nerve palsy, wrist extension, thumb extension, nerve graft selection, autograft, allograft, morbidity, immunogenicity"
Nerve Injuries,Management Principles for Nerve Injuries,"What are the general principles for managing nerve injuries?","Management principles include electrodiagnostic studies, non-operative treatment (splinting, physiotherapy), and surgical repair or grafting.","What are the key management steps?","The process involves diagnostics, conservative treatment, and surgical options if needed.","management principles, nerve injuries, electrodiagnostic studies, non-operative treatment, splinting, physiotherapy, surgical repair, grafting"
Nerve Disorders Around the Shoulder,Causes of Compression,"What causes nerve compression around the shoulder?","Common causes include cervical rib, anomalous scalene muscle insertion, clavicle malunion, SCM hypertrophy, and tumors like Pancoast's tumor.","What are the common locations for compression?","Compression can occur at the thoracic outlet or involve specific nerves like the suprascapular or long thoracic nerve.","nerve compression, shoulder region, cervical rib, scalene muscle insertion, clavicle malunion, SCM hypertrophy, Pancoast's tumor"
Nerve Disorders Around the Shoulder,Management of Shoulder Nerve Issues,"How are shoulder nerve disorders managed?","Management involves non-operative approaches like physiotherapy and splinting, with operative decompression or nerve transfer considered for persistent symptoms or significant motor deficits.","What are the treatment options?","Conservative treatments include physiotherapy and splinting; surgery is for persistent symptoms or motor deficits.","shoulder nerve disorders, management, non-operative, physiotherapy, splinting, operative decompression, nerve transfer, persistent symptoms, motor deficits"
Nerve Disorders Around the Shoulder,Suprascapular Nerve Compression,"What causes suprascapular nerve compression?","Suprascapular nerve compression can occur due to spinoglenoid notch cysts or ganglions, leading to weakness of the supraspinatus and infraspinatus muscles.","What are the effects of this compression?","It causes weakness in the supraspinatus and infraspinatus muscles.","suprascapular nerve compression, spinoglenoid notch cysts, ganglions, supraspinatus weakness, infraspinatus weakness"
Nerve Disorders Around the Shoulder,Diagnosis and Management of Suprascapular Nerve Issues,"How is suprascapular nerve compression diagnosed?","Imaging with MRI is often diagnostic.","What is the surgical management?","Surgical management involves decompression of the cyst or nerve, and repair of SLAP tears or capsular injuries.","diagnosis, MRI, surgical management, decompression, cyst, nerve, SLAP tears, capsular injuries"
Nerve Disorders Around the Shoulder,Long Thoracic Nerve Palsy,"What is Long Thoracic Nerve Palsy?","Long Thoracic Nerve Palsy results in weakness of the serratus anterior, causing medial scapular winging.","What causes this palsy?","It can be caused by compression (backpackers) or traction (weight lifters).","Long Thoracic Nerve Palsy, serratus anterior weakness, medial scapular winging, compression, traction"
Nerve Disorders Around the Shoulder,Management of Long Thoracic Nerve Palsy,"How is Long Thoracic Nerve Palsy managed?","Most cases improve spontaneously with non-operative management, but pectoralis major transfer may be considered for persistent weakness.","What if the weakness persists?","Pectoralis major transfer is an option for persistent weakness.","Long Thoracic Nerve Palsy management, spontaneous improvement, non-operative management, pectoralis major transfer, persistent weakness"
Nerve Disorders Around the Shoulder,Axillary Nerve Compression and Wartenberg's Syndrome,"What causes axillary nerve compression?","Compression of the axillary nerve in the quadrilateral space can cause shoulder pain and parasthesia, particularly in throwing athletes.","What is Wartenberg's Syndrome?","Wartenberg's Syndrome involves compression of the superficial radial nerve in the forearm, causing pain and numbness without weakness.","axillary nerve compression, quadrilateral space, shoulder pain, parasthesia, throwing athletes, Wartenberg's Syndrome, superficial radial nerve, forearm, numbness, pain"
Nerve Disorders Around the Shoulder,Diagnosis and Treatment for Axillary Nerve Issues,"How is axillary nerve compression diagnosed and treated?","Diagnosis is aided by EMG/NCS and imaging. Management involves activity modification and, if necessary, surgical decompression.","What are the diagnostic and treatment approaches?","EMG/NCS and imaging aid diagnosis; treatment includes activity modification and surgical decompression.","axillary nerve compression diagnosis, EMG/NCS, imaging, management, activity modification, surgical decompression"
Nerve Disorders of the Forearm,Median Nerve Compression,"Where can the median nerve be compressed in the forearm?","Median nerve compression can occur in the forearm, leading to pronator syndrome or anterior interosseous syndrome.","What are these syndromes?","Pronator syndrome involves median nerve compression, not necessarily between pronator teres heads. Anterior interosseous syndrome causes weakness but typically not pain.","median nerve compression, forearm, pronator syndrome, anterior interosseous syndrome, pronator teres, weakness, pain"
Nerve Disorders of the Forearm,Ulnar Nerve Compression Sites,"Where can the ulnar nerve be compressed in the forearm?","Ulnar nerve compression can occur at the elbow (cubital tunnel syndrome) or wrist (Guyon's canal).","What are the key compression sites for the ulnar nerve?","The elbow (cubital tunnel) and wrist (Guyon's canal) are the primary sites of compression.","ulnar nerve compression, elbow, cubital tunnel syndrome, wrist, Guyon's canal"
Nerve Disorders of the Forearm,Cubital Tunnel and Guyon's Canal,"What are the anatomical sites of compression in cubital tunnel syndrome?","Cubital tunnel syndrome has anatomical sites of compression including the medial inter-muscular septum and the arcade of Struthers.","What does Guyon's canal contain?","Guyon's canal contains the ulnar nerve and artery, with compression potentially leading to motor or sensory deficits.","cubital tunnel syndrome, medial inter-muscular septum, arcade of Struthers, Guyon's canal, ulnar nerve, ulnar artery, motor deficits, sensory deficits"
Blood Management: Transfusion Reactions,Types of Reactions,"What types of transfusion reactions can occur?","Transfusion reactions can be allergic (mild, common), febrile (antibody-mediated), or haemolytic (severe, requiring immediate cessation and intensive support).","What are the different reaction categories?","Reactions are classified as allergic, febrile, or haemolytic.","transfusion reactions, allergic, febrile, haemolytic, antibody-mediated, cessation, intensive support"
Blood Management: Transfusion Reactions,Infection Transmission Risk,"What is the risk of transfusion-transmitted infections?","Transfusion-transmitted infections (Hep C, Hep B, HIV) are rare due to rigorous screening.","Are there any common infections that can be transmitted?","Hepatitis C, Hepatitis B, and HIV are screened for, but Cytomegalovirus (CMV) is common in donors and can be transmitted.","transfusion-transmitted infections, Hep C, Hep B, HIV, screening, CMV"
Blood Management: Alternatives to Transfusion and Cell Saver,Autologous vs. Cell Saver,"What are alternatives to allogeneic transfusion?","Alternatives include autologous deposition (storing patient's own blood pre-operatively) and intraoperative cell salvage.","What is the difference between autologous deposition and cell saver?","Autologous deposition involves pre-donated blood, while cell saver collects and re-transfuses shed blood.","alternatives to transfusion, allogeneic transfusion, autologous deposition, intraoperative cell salvage, cell saver"
Blood Management: Alternatives to Transfusion and Cell Saver,Cell Saver Quality and Risks,"What is the quality of blood recovered by cell saver?","Cell saver collects, washes, and re-transfuses shed blood, but the recovered blood has lower quality due to cytokine and debris removal.","What are the implications of cell saver use?","The recovered blood has reduced quality due to removed cytokines and debris.","cell saver, recovered blood, lower quality, cytokine removal, debris removal"
Blood Management: Alternatives to Transfusion and Cell Saver,Autotransfusion Risks,"What are the risks of autotransfusion?","Autotransfusion bypasses washing, increasing reaction risk but retaining clotting factors.","What is a potential risk of autotransfusion?","Bypassing the washing process can increase the risk of transfusion reactions.","autotransfusion, bypasses washing, reaction risk, clotting factors"
Blood Management: Massive Transfusion Protocols,Definition and Criticality,"What is massive transfusion?","Massive transfusion is defined as >4 units of blood in 1 hour, often occurring in trauma patients and leading to post-transfusion coagulopathy.","When is massive transfusion typically required?","It is critical in trauma patients needing more than 4 units of blood per hour.","massive transfusion, trauma patients, post-transfusion coagulopathy, critical"
Blood Management: Massive Transfusion Protocols,Protocol Recommendations,"What do massive transfusion protocols typically recommend?","Protocols often recommend a 1:1 ratio of FFP to RBCs initially, with early addition of platelets and FFP to reduce mortality and coagulopathy.","What is the recommended ratio of blood products?","A 1:1 ratio of Fresh Frozen Plasma (FFP) to Packed Red Blood Cells (RBCs) is often recommended initially.","massive transfusion protocols, FFP, RBCs, platelets, mortality reduction, coagulopathy"
Blood Management: Massive Transfusion Protocols,Identifying At-Risk Patients,"How are at-risk patients identified for massive transfusion?","Identification of at-risk patients is based on injury mechanism, vital signs, and biochemical parameters.","What factors indicate a patient is at risk?","Injury mechanism, vital signs (like hypotension), and biochemical parameters (like high lactate) identify at-risk patients.","at-risk patients, injury mechanism, vital signs, biochemical parameters, hypotension, acidosis, high lactate"
Consent in Medical Practice,Cornerstone of Practice,"What is a cornerstone of informed consent in medical practice?","Informed consent is a cornerstone, requiring patient understanding, capacity, and voluntary agreement.","What are the key requirements for valid consent?","Patient understanding, capacity, and voluntary agreement are essential.","informed consent, cornerstone, patient understanding, capacity, voluntary agreement"
Consent in Medical Practice,The Consent Process,"How should the consent process be conducted?","The process should be a partnership between doctor and patient, involving clear explanation of the procedure, risks (common and serious), benefits, and alternatives, with ample opportunity for questions.","What are the essential elements of the explanation?","The explanation must cover the procedure, risks, benefits, and alternatives, allowing for questions.","consent process, partnership, doctor-patient, clear explanation, procedure, risks, benefits, alternatives, opportunity for questions"
Consent in Medical Practice,Documentation of Consent,"How should consent be documented?","Consent should be documented in writing, ideally re-signed on the day of surgery. Patient autonomy is paramount in medical decision-making.","What is the importance of documentation?","Written documentation ensures a record of the informed consent process and patient agreement.","documentation, written consent, day of surgery, patient autonomy, medical decision-making"
Diathermy in Orthopaedics,Mechanism of Action,"How does diathermy work?","Diathermy uses high-frequency electrical current for tissue heating (cutting or coagulation).","What is the principle behind diathermy?","It uses high-frequency electrical current to generate heat for tissue effects.","diathermy, high-frequency electrical current, tissue heating, cutting, coagulation"
Diathermy in Orthopaedics,Monopolar vs. Bipolar,"What is the difference between monopolar and bipolar diathermy?","Monopolar diathermy concentrates heat at the active electrode, while bipolar diathermy is safer for patients with pacemakers.","How do they differ in application?","Monopolar concentrates heat at one point, while bipolar uses current between two instrument tips.","monopolar diathermy, bipolar diathermy, active electrode, bipolar tips, pacemakers, safety"
Diathermy in Orthopaedics,Risks and Safety Precautions,"What are the risks associated with diathermy?","Risks include burns from flammable prep, arcing with implants, and electrosurgical unit malfunctions.","What safety measures are crucial?","Proper technique and safety precautions are essential to prevent intraoperative complications.","risks, diathermy, burns, flammable prep, arcing, implants, electrosurgical unit malfunctions, safety precautions, intraoperative complications"
Surgical Tourniquets in Orthopaedics,Purpose and Contraindications,"What is the purpose of surgical tourniquets?","Surgical tourniquets provide a bloodless field but have contraindications (crush injuries, compartment syndrome, PVD) and risks (nerve injury due to compression).","When should tourniquets not be used?","They are contraindicated in crush injuries, compartment syndrome, and peripheral vascular disease (PVD).","surgical tourniquets, bloodless field, contraindications, crush injuries, compartment syndrome, PVD, nerve injury, compression"
Surgical Tourniquets in Orthopaedics,Cuff Pressure and Exanguination,"What is crucial for safe tourniquet use?","Proper cuff width and pressure are crucial. Limb exanguination enhances effectiveness but is contraindicated in infection or metastatic disease.","How should pressure be managed?","Proper cuff width and pressure are essential, and limb exanguination should be considered cautiously.","cuff width, pressure, limb exanguination, infection, metastatic disease"
Surgical Tourniquets in Orthopaedics,Duration Limits and Complications,"What is the recommended limit for tourniquet duration?","Tourniquet duration should be limited (<2 hours) to minimize complications like neuropraxia and muscle ischemia.","What happens if a tourniquet is left on too long?","Prolonged use can lead to complications such as neuropraxia and muscle ischemia.","tourniquet duration, limit, <2 hours, complications, neuropraxia, muscle ischemia"
Useful Tables: Orthopaedic Screw Sets,Categorization of Screw Sets,"How are orthopaedic screw sets categorized?","Orthopaedic screw sets are categorized into small and large fragment sets, each containing cortical, cancellous, and locking screws.","What types of screws are included?","Cortical, cancellous, and locking screws are provided in various sizes.","orthopaedic screw sets, small fragment sets, large fragment sets, cortical screws, cancellous screws, locking screws"
Useful Tables: Orthopaedic Screw Sets,Importance of Screw Set Knowledge,"Why is understanding screw set details crucial?","Understanding the thread diameter, drill size, and tap requirements for each screw type is crucial for effective fracture fixation, providing stability and promoting bone healing in various orthopaedic conditions.","What knowledge is essential for using screw sets?","Knowledge of screw dimensions, drill sizes, and tap requirements is crucial.","screw set knowledge, thread diameter, drill size, tap requirements, effective fracture fixation, stability, bone healing"
Nerve Injury Classifications: Seddon and Sunderland,Seddon's Classification,"What are Seddon's classifications of nerve injuries?","Seddon classifies nerve injuries as neuropraxia (demyelination), axonotmesis (axonal damage), and neurotmesis (complete disruption).","What do these classifications represent?","They describe the severity of nerve damage, from temporary conduction block to complete severance.","Seddon's classification, nerve injuries, neuropraxia, axonotmesis, neurotmesis, demyelination, axonal damage, nerve disruption"
Nerve Injury Classifications: Seddon and Sunderland,Sunderland's Grading,"How does Sunderland's grading refine nerve injury classification?","Sunderland's grading (1-5) provides a more detailed description of the extent of nerve fiber damage, crucial for predicting recovery and guiding surgical intervention.","What is the basis of Sunderland's grading?","It's based on the degree of damage to nerve fibers and connective tissues.","Sunderland's grading, nerve fiber damage, connective tissue damage, predicting recovery, surgical intervention"
Useful Tables: Nerve Injury Classifications: Seddon and Sunderland,Classification Summary,"What are Seddon's and Sunderland's classifications for nerve injuries?","Seddon classifies nerve injuries as neuropraxia, axonotmesis, and neurotmesis. Sunderland's grading (1-5) provides a more detailed description of nerve fiber damage, crucial for predicting recovery and guiding surgical intervention decisions for nerve repair or grafting.","What is the main difference between the two classifications?","Seddon provides broad categories, while Sunderland offers a more detailed, graded description of the nerve damage.","nerve injury classifications, Seddon, Sunderland, neuropraxia, axonotmesis, neurotmesis, grading 1-5, nerve fiber damage, nerve repair, nerve grafting"
Useful Tables: Orthopaedic Screw Sets,Categorization of Screw Sets,"How are orthopaedic screw sets categorized?","Orthopaedic screw sets are categorized into small and large fragment sets, each containing cortical, cancellous, and locking screws.","What types of screws are included?","Cortical, cancellous, and locking screws are provided in various sizes.","orthopaedic screw sets, small fragment sets, large fragment sets, cortical screws, cancellous screws, locking screws"
Useful Tables: Orthopaedic Screw Sets,Importance of Screw Set Knowledge,"Why is understanding screw set details crucial?","Understanding the thread diameter, drill size, and tap requirements for each screw type is crucial for effective fracture fixation, providing stability and promoting bone healing in various orthopaedic conditions.","What knowledge is essential for using screw sets?","Knowledge of screw dimensions, drill sizes, and tap requirements is crucial.","screw set knowledge, thread diameter, drill size, tap requirements, effective fracture fixation, stability, bone healing"
Biologic Changes After Nerve Injury,Proximal Axon Changes,"What biologic changes occur in the proximal axon after nerve injury?","Following nerve injury, proximal axon atrophy and cell body changes (chromatolysis) occur, promoting regeneration.","What happens to the nerve cell body?","The nerve cell body undergoes chromatolysis, a process that supports axonal regeneration.","biologic changes, nerve injury, proximal axon, axon atrophy, cell body changes, chromatolysis, regeneration"
Biologic Changes After Nerve Injury,Distal Degeneration and Schwann Cells,"What happens to the distal segment of an injured nerve?","Distally, Wallerian degeneration affects the axon and myelin, while Schwann cells proliferate to form 'bands of BÃ1⁄4ngner' guiding axonal sprouts.","What role do Schwann cells play?","Schwann cells proliferate to guide regenerating axons, forming bands of BÃ1⁄4ngner.","distal segment, Wallerian degeneration, axon, myelin, Schwann cells, proliferation, bands of BÃ1⁄4ngner, axonal sprouts"
Biologic Changes After Nerve Injury,Motor End Plate Re-innervation,"What is the critical timeframe for motor end plate re-innervation?","Motor end plates require re-innervation within months for functional recovery; beyond this timeframe, irreversible muscle atrophy can occur, impacting functional outcomes and necessitating careful monitoring and rehabilitation.","Why is timely re-innervation important?","Timely re-innervation is crucial to prevent irreversible muscle atrophy and optimize functional recovery.","motor end plates, re-innervation, months, functional recovery, irreversible muscle atrophy, functional outcomes, monitoring, rehabilitation"
Inside the Operating Theatre,Ventilatory Systems and Airflow,"What ventilatory systems are used in operating theatres?","Ventilatory systems, such as plenum, laminar flow (vertical or horizontal), and exponential flow, are used to manage airborne organisms.","How do these systems control airflow?","Plenum systems maintain positive pressure, while laminar flow creates unidirectional air movement.","ventilatory systems, operating theatres, plenum, laminar flow, exponential flow, airborne organisms, positive pressure, unidirectional air movement"
Inside the Operating Theatre,Bacterial Contamination and Control Measures,"What is the primary source of bacterial contamination in ORs?","Bacterial contamination is primarily airborne, originating from people in the theatre, with acceptable CFU/m values for different theatre cleanliness levels.","How is this contamination managed?","Proper ventilation, air filtration (HEPA), and appropriate surgical attire are essential.","bacterial contamination, airborne, people, CFU/m values, theatre cleanliness levels, ventilation, air filtration, HEPA, surgical attire"
Inside the Operating Theatre,Surgical Clothing and Infection Control,"What are the key components of surgical attire for infection control?","Clothing choices, including gowns made of materials like cotton, ventile, Gore-Tex, and disposable non-woven fabric, are important for preventing bacterial shedding. Surgical drapes, masks, and gloves are also critical.","Why is surgical clothing important?","It helps prevent the shedding of bacteria, maintaining a sterile field.","surgical clothing, gowns, materials, bacterial shedding, surgical drapes, masks, gloves, sterile field"
Inside the Operating Theatre,OR Design and Sterile Environments,"What design elements contribute to sterile environments in ORs?","Operating room design includes zones for patient flow and infection control, with sterile environments maintained through proper ventilation and air filtration (HEPA).","What ensures a sterile environment?","Proper ventilation and HEPA filtration maintain sterile conditions.","OR design, infection control, sterile environments, ventilation, HEPA filtration"
Inside the Operating Theatre,Bacterial Contamination Management,"How is bacterial contamination managed in ORs?","Bacterial contamination is primarily airborne from people, with acceptable CFU/m limits for different cleanliness levels. Ventilatory systems manage airborne organisms.","What are acceptable limits for airborne bacteria?","Acceptable CFU/m limits are established for different theatre cleanliness levels.","bacterial contamination management, airborne, people, CFU/m limits, ventilatory systems"
Inside the Operating Theatre,Essential PPE for Sterility,"What PPE is essential for OR sterility?","Appropriate clothing, drapes, masks, and gloves are essential for infection control.","Why is PPE crucial in the OR?","It is crucial for preventing the transmission of microorganisms and maintaining the sterile field.","PPE, surgical drapes, masks, gloves, infection control, sterility, sterile field"
Nerve Injuries,Nerve Transfers and Graft Selection,"What is the goal of typical nerve transfers for radial nerve palsy?","Typical transfers for radial nerve palsy aim to restore wrist and thumb extension.","What considerations are made for nerve grafts?","Graft selection considers autograft (low morbidity) or allograft (faster recovery but potential immunogenicity).","nerve transfers, radial nerve palsy, wrist extension, thumb extension, nerve graft selection, autograft, allograft, morbidity, immunogenicity"
Nerve Injuries,Management Principles for Nerve Injuries,"What are the general principles for managing nerve injuries?","Management principles include electrodiagnostic studies, non-operative treatment (splinting, physiotherapy), and surgical repair or grafting.","What are the key management steps?","The process involves diagnostics, conservative treatment, and surgical options if needed.","management principles, nerve injuries, electrodiagnostic studies, non-operative treatment, splinting, physiotherapy, surgical repair, grafting"
Nerve Disorders Around the Shoulder,Causes of Compression,"What causes nerve compression around the shoulder?","Common causes include cervical rib, anomalous scalene muscle insertion, clavicle malunion, SCM hypertrophy, and tumors like Pancoast's tumor.","What are the common locations for compression?","Compression can occur at the thoracic outlet or involve specific nerves like the suprascapular or long thoracic nerve.","nerve compression, shoulder region, cervical rib, scalene muscle insertion, clavicle malunion, SCM hypertrophy, Pancoast's tumor"
Nerve Disorders Around the Shoulder,Management of Shoulder Nerve Issues,"How are shoulder nerve disorders managed?","Management involves non-operative approaches like physiotherapy and splinting, with operative decompression or nerve transfer considered for persistent symptoms or significant motor deficits.","What are the treatment options?","Conservative treatments include physiotherapy and splinting; surgery is for persistent symptoms or motor deficits.","shoulder nerve disorders, management, non-operative, physiotherapy, splinting, operative decompression, nerve transfer, persistent symptoms, motor deficits"
Nerve Disorders Around the Shoulder,Suprascapular Nerve Compression,"What causes suprascapular nerve compression?","Suprascapular nerve compression can occur due to spinoglenoid notch cysts or ganglions, leading to weakness of the supraspinatus and infraspinatus muscles.","What are the effects of this compression?","It causes weakness in the supraspinatus and infraspinatus muscles.","suprascapular nerve compression, spinoglenoid notch cysts, ganglions, supraspinatus weakness, infraspinatus weakness"
Nerve Disorders Around the Shoulder,Diagnosis and Management of Suprascapular Nerve Issues,"How is suprascapular nerve compression diagnosed?","Imaging with MRI is often diagnostic.","What is the surgical management?","Surgical management involves decompression of the cyst or nerve, and repair of SLAP tears or capsular injuries.","diagnosis, MRI, surgical management, decompression, cyst, nerve, SLAP tears, capsular injuries"
Nerve Disorders Around the Shoulder,Long Thoracic Nerve Palsy,"What is Long Thoracic Nerve Palsy?","Long Thoracic Nerve Palsy results in weakness of the serratus anterior, causing medial scapular winging.","What causes this palsy?","It can be caused by compression (backpackers) or traction (weight lifters).","Long Thoracic Nerve Palsy, serratus anterior weakness, medial scapular winging, compression, traction"
Nerve Disorders Around the Shoulder,Management of Long Thoracic Nerve Palsy,"How is Long Thoracic Nerve Palsy managed?","Most cases improve spontaneously with non-operative management, but pectoralis major transfer may be considered for persistent weakness.","What if the weakness persists?","Pectoralis major transfer is an option for persistent weakness.","Long Thoracic Nerve Palsy management, spontaneous improvement, non-operative management, pectoralis major transfer, persistent weakness"
Nerve Disorders Around the Shoulder,Axillary Nerve Compression and Wartenberg's Syndrome,"What causes axillary nerve compression?","Compression of the axillary nerve in the quadrilateral space can cause shoulder pain and parasthesia, particularly in throwing athletes.","What is Wartenberg's Syndrome?","Wartenberg's Syndrome involves compression of the superficial radial nerve in the forearm, causing pain and numbness without weakness.","axillary nerve compression, quadrilateral space, shoulder pain, parasthesia, throwing athletes, Wartenberg's Syndrome, superficial radial nerve, forearm, numbness, pain"
Nerve Disorders Around the Shoulder,Diagnosis and Treatment for Axillary Nerve Issues,"How is axillary nerve compression diagnosed and treated?","Diagnosis is aided by EMG/NCS and imaging. Management involves activity modification and, if necessary, surgical decompression.","What are the diagnostic and treatment approaches?","EMG/NCS and imaging aid diagnosis; treatment includes activity modification and surgical decompression.","axillary nerve compression diagnosis, EMG/NCS, imaging, management, activity modification, surgical decompression"
Nerve Disorders of the Forearm,Median Nerve Compression,"Where can the median nerve be compressed in the forearm?","Median nerve compression can occur in the forearm, leading to pronator syndrome or anterior interosseous syndrome.","What are these syndromes?","Pronator syndrome involves median nerve compression, not necessarily between pronator teres heads. Anterior interosseous syndrome causes weakness but typically not pain.","median nerve compression, forearm, pronator syndrome, anterior interosseous syndrome, pronator teres, weakness, pain"
Nerve Disorders of the Forearm,Ulnar Nerve Compression Sites,"Where can the ulnar nerve be compressed in the forearm?","Ulnar nerve compression can occur at the elbow (cubital tunnel syndrome) or wrist (Guyon's canal).","What are the key compression sites for the ulnar nerve?","The elbow (cubital tunnel) and wrist (Guyon's canal) are the primary sites of compression.","ulnar nerve compression, elbow, cubital tunnel syndrome, wrist, Guyon's canal"
Nerve Disorders of the Forearm,Cubital Tunnel and Guyon's Canal,"What are the anatomical sites of compression in cubital tunnel syndrome?","Cubital tunnel syndrome has anatomical sites of compression including the medial inter-muscular septum and the arcade of Struthers.","What does Guyon's canal contain?","Guyon's canal contains the ulnar nerve and artery, with compression potentially leading to motor or sensory deficits.","cubital tunnel syndrome, medial inter-muscular septum, arcade of Struthers, Guyon's canal, ulnar nerve, ulnar artery, motor deficits, sensory deficits"
Blood Management: Transfusion Reactions,Types of Reactions,"What types of transfusion reactions can occur?","Transfusion reactions can be allergic (mild, common), febrile (antibody-mediated), or haemolytic (severe, requiring immediate cessation and intensive support).","What are the different reaction categories?","Reactions are classified as allergic, febrile, or haemolytic.","transfusion reactions, allergic, febrile, haemolytic, antibody-mediated, cessation, intensive support"
Blood Management: Transfusion Reactions,Infection Transmission Risk,"What is the risk of transfusion-transmitted infections?","Transfusion-transmitted infections (Hep C, Hep B, HIV) are rare due to rigorous screening.","Are there any common infections that can be transmitted?","Hepatitis C, Hepatitis B, and HIV are screened for, but Cytomegalovirus (CMV) is common in donors and can be transmitted.","transfusion-transmitted infections, Hep C, Hep B, HIV, screening, CMV"
Blood Management: Alternatives to Transfusion and Cell Saver,Autologous vs. Cell Saver,"What are alternatives to allogeneic transfusion?","Alternatives include autologous deposition (storing patient's own blood pre-operatively) and intraoperative cell salvage.","What is the difference between autologous deposition and cell saver?","Autologous deposition involves pre-donated blood, while cell saver collects and re-transfuses shed blood.","alternatives to transfusion, allogeneic transfusion, autologous deposition, intraoperative cell salvage, cell saver"
Blood Management: Alternatives to Transfusion and Cell Saver,Cell Saver Quality and Risks,"What is the quality of blood recovered by cell saver?","Cell saver collects, washes, and re-transfuses shed blood, but the recovered blood has lower quality due to cytokine and debris removal.","What are the implications of cell saver use?","The recovered blood has reduced quality due to removed cytokines and debris.","cell saver, recovered blood, lower quality, cytokine removal, debris removal"
Blood Management: Alternatives to Transfusion and Cell Saver,Autotransfusion Risks,"What are the risks of autotransfusion?","Autotransfusion bypasses washing, increasing reaction risk but retaining clotting factors.","What is a potential risk of autotransfusion?","Bypassing the washing process can increase the risk of transfusion reactions.","autotransfusion, bypasses washing, reaction risk, clotting factors"
Blood Management: Massive Transfusion Protocols,Definition and Criticality,"What is massive transfusion?","Massive transfusion is defined as >4 units of blood in 1 hour, often occurring in trauma patients and leading to post-transfusion coagulopathy.","When is massive transfusion typically required?","It is critical in trauma patients needing more than 4 units of blood per hour.","massive transfusion, trauma patients, post-transfusion coagulopathy, critical"
Blood Management: Massive Transfusion Protocols,Protocol Recommendations,"What do massive transfusion protocols typically recommend?","Protocols often recommend a 1:1 ratio of FFP to RBCs initially, with early addition of platelets and FFP to reduce mortality and coagulopathy.","What is the recommended ratio of blood products?","A 1:1 ratio of Fresh Frozen Plasma (FFP) to Packed Red Blood Cells (RBCs) is often recommended initially.","massive transfusion protocols, FFP, RBCs, platelets, mortality reduction, coagulopathy"
Blood Management: Massive Transfusion Protocols,Identifying At-Risk Patients,"How are at-risk patients identified for massive transfusion?","Identification of at-risk patients is based on injury mechanism, vital signs, and biochemical parameters.","What factors indicate a patient is at risk?","Injury mechanism, vital signs (like hypotension), and biochemical parameters (like high lactate) identify at-risk patients.","at-risk patients, injury mechanism, vital signs, biochemical parameters, hypotension, acidosis, high lactate"
Consent in Medical Practice,Cornerstone of Practice,"What is a cornerstone of informed consent in medical practice?","Informed consent is a cornerstone, requiring patient understanding, capacity, and voluntary agreement.","What are the key requirements for valid consent?","Patient understanding, capacity, and voluntary agreement are essential.","informed consent, cornerstone, patient understanding, capacity, voluntary agreement"
Consent in Medical Practice,The Consent Process,"How should the consent process be conducted?","The process should be a partnership between doctor and patient, involving clear explanation of the procedure, risks (common and serious), benefits, and alternatives, with ample opportunity for questions.","What are the essential elements of the explanation?","The explanation must cover the procedure, risks, benefits, and alternatives, allowing for questions.","consent process, partnership, doctor-patient, clear explanation, procedure, risks, benefits, alternatives, opportunity for questions"
Consent in Medical Practice,Documentation of Consent,"How should consent be documented?","Consent should be documented in writing, ideally re-signed on the day of surgery. Patient autonomy is paramount in medical decision-making.","What is the importance of documentation?","Written documentation ensures a record of the informed consent process and patient agreement.","documentation, written consent, day of surgery, patient autonomy, medical decision-making"
Diathermy in Orthopaedics,Mechanism of Action,"How does diathermy work?","Diathermy uses high-frequency electrical current for tissue heating (cutting or coagulation).","What is the principle behind diathermy?","It uses high-frequency electrical current to generate heat for tissue effects.","diathermy, high-frequency electrical current, tissue heating, cutting, coagulation"
Diathermy in Orthopaedics,Monopolar vs. Bipolar,"What is the difference between monopolar and bipolar diathermy?","Monopolar diathermy concentrates heat at the active electrode, while bipolar diathermy is safer for patients with pacemakers.","How do they differ in application?","Monopolar concentrates heat at one point, while bipolar uses current between two instrument tips.","monopolar diathermy, bipolar diathermy, active electrode, bipolar tips, pacemakers, safety"
Diathermy in Orthopaedics,Risks and Safety Precautions,"What are the risks associated with diathermy?","Risks include burns from flammable prep, arcing with implants, and electrosurgical unit malfunctions.","What safety measures are crucial?","Proper technique and safety precautions are essential to prevent intraoperative complications.","risks, diathermy, burns, flammable prep, arcing, implants, electrosurgical unit malfunctions, safety precautions, intraoperative complications"
